   2.14176457E-02   6.63387918       4.09604883    
   4.28352915E-02   6.22187996       3.61351252    
   6.42529428E-02   5.83153009       3.11668968    
   8.56705830E-02   5.46280289       2.60781002    
  0.107088238       5.11553621       2.08885098    
  0.128505886       4.78944588       1.56156063    
  0.149923518       4.48414040       1.02747750    
  0.171341166       4.19913483      0.487944603    
  0.192758828       3.93386221      -5.58691025E-02
  0.214176476       3.68768883     -0.602953434    
  0.235594124       3.45992112      -1.15244436    
  0.257011771       3.24981952      -1.70360696    
  0.278429389       3.05660820      -2.25582218    
  0.299847037       2.87947989      -2.80857825    
  0.321264684       2.71761107      -3.36145210    
  0.342682332       2.57016301      -3.91410375    
  0.364099979       2.43629503      -4.46626282    
  0.385517657       2.31516504      -5.01772308    
  0.406935275       2.20593929      -5.56832886    
  0.428352952       2.10779762      -6.11797333    
  0.449770570       2.01993656      -6.66658211    
  0.471188247       1.94157505      -7.21411896    
  0.492605865       1.87195444      -7.76056480    
  0.514023542       1.81034935      -8.30592918    
  0.535441160       1.75606251      -8.85022545    
  0.556858778       1.70843172      -9.39348602    
  0.578276455       1.66682780      -9.93575382    
  0.599694073       1.63066185      -10.4770622    
  0.621111751       1.59938049      -11.0174570    
  0.642529368       1.57247162      -11.5569782    
  0.663947046       1.54945946      -12.0956602    
  0.685364664       1.52990532      -12.6335392    
  0.706782341       1.51341724      -13.1706419    
  0.728199959       1.49963272      -13.7069788    
  0.749617577       1.48823059      -14.2425728    
  0.771035314       1.47892380      -14.7774258    
  0.792452931       1.47146416      -15.3115358    
  0.813870549       1.46562576      -15.8448925    
  0.835288167       1.46123302      -16.3774853    
  0.856705904       1.45811641      -16.9092960    
  0.878123522       1.45615757      -17.4402924    
  0.899541140       1.45524228      -17.9704514    
  0.920958757       1.45529461      -18.4997520    
  0.942376494       1.45624828      -19.0281639    
  0.963794112       1.45805645      -19.5556583    
  0.985211730       1.46070004      -20.0821972    
   1.00662935       1.46415806      -20.6077805    
   1.02804708       1.46842957      -21.1323853    
   1.04946470       1.47350883      -21.6560097    
   1.07088232       1.47941780      -22.1786366    
   1.09229994       1.48615634      -22.7002983    
   1.11371756       1.49374187      -23.2210064    
   1.13513529       1.50217819      -23.7408180    
   1.15655291       1.51148212      -24.2597637    
   1.17797053       1.52164853      -24.7779064    
   1.19938815       1.53268051      -25.2953472    
   1.22080588       1.54453862      -25.8121700    
   1.24222350       1.55721474      -26.3284760    
   1.26364112       1.57066917      -26.8444176    
   1.28505874       1.58484268      -27.3601360    
   1.30647647       1.59968185      -27.8757687    
   1.32789409       1.61509895      -28.3914852    
   1.34931171       1.63097572      -28.9075336    
   1.37072933       1.64724541      -29.4240322    
   1.39214706       1.66380692      -29.9412212    
   1.41356468       1.68042564      -30.4593334    
   1.43498230       1.69705200      -30.9785442    
   1.45639992       1.71350288      -31.4990482    
   1.47781754       1.72958374      -32.0211029    
   1.49923515       1.74518585      -32.5449219    
   1.52065301       1.76004982      -33.0705948    
   1.54207063       1.77405727      -33.5983734    
   1.56348825       1.78709400      -34.1283188    
   1.58490586       1.79890645      -34.6605988    
   1.60632348       1.80946541      -35.1951828    
   1.62774110       1.81845665      -35.7322235    
   1.64915872       1.82602501      -36.2714996    
   1.67057633       1.83194923      -36.8130035    
   1.69199395       1.83624828      -37.3563538    
   1.71341181       1.83895302      -37.9014893    
   1.73482943       1.84023857      -38.4477310    
   1.75624704       1.84006310      -38.9948807    
   1.77766466       1.83880043      -39.5419693    
   1.79908228       1.83669090      -40.0884247    
   1.82049990       1.83421504      -40.6331482    
   1.84191751       1.83199883      -41.1748886    
   1.86333513       1.83036613      -41.7126236    
   1.88475299       1.83041954      -42.2444649    
   1.90617061       1.83301735      -42.7688065    
   1.92758822       1.83919334      -43.2835083    
   1.94900584       1.85043526      -43.7860794    
   1.97042346       1.86803627      -44.2739944    
   1.99184108       1.89379311      -44.7443619    
   2.01325870       1.92969334      -45.1939888    
   2.03467631       1.97804451      -45.6186714    
   2.05609417       2.04149437      -46.0145111    
   2.07751179       2.12253380      -46.3772278    
   2.09892941       2.22416115      -46.7016602    
   2.12034702       2.35049629      -46.9819031    
   2.14176464       2.50483131      -47.2124481    
